L1	L2	species	specimen	oligoID
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured bacterium LL29	uncultured bacterium LL29	HIT 5460
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured bacterium LL87	uncultured bacterium LL87	HIT 1864
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured bacterium LL87	uncultured bacterium LL87	HIT 1866
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured bacterium LL87	uncultured bacterium LL87	HIT 5461
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured bacterium LL87	uncultured bacterium LL87	HIT 5462
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured bacterium LL87	uncultured bacterium LL87	HIT 5463
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured bacterium LL87	uncultured bacterium LL87	HIT 5465
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured bacterium LL87	uncultured bacterium LL87	HIT 5466
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured Gram-positive bacterium NO2-23	uncultured Gram-positive bacterium NO2-23	HIT 3487
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured Gram-positive bacterium NO2-23	uncultured Gram-positive bacterium NO2-23	HIT 3488
Clostridium cluster IV	Anaerotruncus colihominis et rel.	uncultured Gram-positive bacterium NO2-23	uncultured Gram-positive bacterium NO2-23	HIT 3489
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium ABLCf36	uncultured bacterium ABLCf36	HIT 1873
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium ABLCf36	uncultured bacterium ABLCf36	HIT 1875
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 1388
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 1990
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 304
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 3662
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 3960
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 5168
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 5407
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 5408
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 5409
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 5412
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium C342	uncultured bacterium C342	HIT 5508
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium cadhufec022h7	Uncultured bacterium clone Eldhufec279	HIT 10
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium cadhufec022h7	Uncultured bacterium clone Eldhufec279	HIT 3960
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium cadhufec022h7	Uncultured bacterium clone Eldhufec279	HIT 5412
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium cadhufec022h7	Uncultured bacterium clone Eldhufec279	HIT 5508
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec212	Uncultured bacterium clone Eldhufec212	HIT 10
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec212	Uncultured bacterium clone Eldhufec212	HIT 3960
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec212	Uncultured bacterium clone Eldhufec212	HIT 5412
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec212	Uncultured bacterium clone Eldhufec212	HIT 5508
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec213	Uncultured bacterium clone Eldhufec213	HIT 1990
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec213	Uncultured bacterium clone Eldhufec213	HIT 304
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec213	Uncultured bacterium clone Eldhufec213	HIT 5537
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec213	Uncultured bacterium clone Eldhufec213	HIT 5538
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec248	Uncultured bacterium clone Eldhufec248	HIT 10
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec248	Uncultured bacterium clone Eldhufec248	HIT 5526
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec273	Uncultured bacterium clone Eldhufec273	HIT 1990
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec273	Uncultured bacterium clone Eldhufec273	HIT 1992
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec273	Uncultured bacterium clone Eldhufec273	HIT 304
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec273	Uncultured bacterium clone Eldhufec273	HIT 5496
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium clone Eldhufec273	Uncultured bacterium clone Eldhufec273	HIT 5502
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D036	uncultured bacterium D036	HIT 3960
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D036	uncultured bacterium D036	HIT 5412
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D036	uncultured bacterium D036	HIT 5495
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D036	uncultured bacterium D036	HIT 5506
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D036	uncultured bacterium D036	HIT 5508
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D036	uncultured bacterium D036	HIT 5509
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D036	uncultured bacterium D036	HIT 5510
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D036	uncultured bacterium D036	HIT 5511
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D626	uncultured bacterium D626	HIT 1750
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D626	uncultured bacterium D626	HIT 5521
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D626	uncultured bacterium D626	HIT 5528
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D626	uncultured bacterium D626	HIT 5529
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium D626	uncultured bacterium D626	HIT 5532
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium HuAC35	uncultured bacterium HuAC35	HIT 2989
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium HuAC35	uncultured bacterium HuAC35	HIT 2990
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium HuAC35	uncultured bacterium HuAC35	HIT 2991
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium HuAC35	uncultured bacterium HuAC35	HIT 5445
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium K507	uncultured bacterium K507	HIT 2804
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium K507	uncultured bacterium K507	HIT 3679
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium K507	uncultured bacterium K507	HIT 3680
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium K507	uncultured bacterium K507	HIT 3681
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium K507	uncultured bacterium K507	HIT 5481
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium K507	uncultured bacterium K507	HIT 5482
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium K507	uncultured bacterium K507	HIT 5483
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium K507	uncultured bacterium K507	HIT 5484
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium LZ45	uncultured bacterium LZ45	HIT 10
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium LZ45	uncultured bacterium LZ45	HIT 5521
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium LZ45	uncultured bacterium LZ45	HIT 5522
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium LZ45	uncultured bacterium LZ45	HIT 5523
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium LZ45	uncultured bacterium LZ45	HIT 5526
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M490	uncultured bacterium M490	HIT 1692
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M490	uncultured bacterium M490	HIT 5485
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M490	uncultured bacterium M490	HIT 5487
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M490	uncultured bacterium M490	HIT 5488
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M490	uncultured bacterium M490	HIT 5489
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M490	uncultured bacterium M490	HIT 5490
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M511	uncultured bacterium M511	HIT 3960
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M511	uncultured bacterium M511	HIT 5412
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M511	uncultured bacterium M511	HIT 5506
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M511	uncultured bacterium M511	HIT 5508
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M511	uncultured bacterium M511	HIT 5540
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium M511	uncultured bacterium M511	HIT 5541
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	Uncultured bacterium clone Eldhufec297	HIT 1990
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	Uncultured bacterium clone Eldhufec297	HIT 304
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	Uncultured bacterium clone Eldhufec297	HIT 5537
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	Uncultured bacterium clone Eldhufec297	HIT 5538
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	uncultured bacterium MH24	HIT 1990
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	uncultured bacterium MH24	HIT 304
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	uncultured bacterium MH24	HIT 5533
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	uncultured bacterium MH24	HIT 5534
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	uncultured bacterium MH24	HIT 5535
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	uncultured bacterium MH24	HIT 5537
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium MH24	uncultured bacterium MH24	HIT 5538
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDA-B3	uncultured bacterium OLDA-B3	HIT 2804
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDA-B3	uncultured bacterium OLDA-B3	HIT 3679
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDA-B3	uncultured bacterium OLDA-B3	HIT 3680
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDA-B3	uncultured bacterium OLDA-B3	HIT 3681
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDB-E4	uncultured bacterium OLDB-E4	HIT 3823
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDB-E4	uncultured bacterium OLDB-E4	HIT 3824
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDB-E4	uncultured bacterium OLDB-E4	HIT 3825
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDB-E4	uncultured bacterium OLDC-H8	HIT 3823
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDB-E4	uncultured bacterium OLDC-H8	HIT 3824
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDB-E4	uncultured bacterium OLDC-H8	HIT 3825
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium OLDC-G5	uncultured bacterium OLDC-G5	HIT 4017
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	uncultured bacterium cadhufec18f04	HIT 10
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	uncultured bacterium cadhufec18f04	HIT 3960
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	uncultured bacterium cadhufec18f04	HIT 5412
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	uncultured bacterium cadhufec18f04	HIT 5508
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium clone Eldhufec240	HIT 10
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium clone Eldhufec240	HIT 3960
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium clone Eldhufec240	HIT 5412
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium clone Eldhufec240	HIT 5508
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium UC7-44	HIT 10
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium UC7-44	HIT 3960
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium UC7-44	HIT 4015
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium UC7-44	HIT 4016
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium UC7-44	HIT 4017
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium UC7-44	HIT 5412
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-44	Uncultured bacterium UC7-44	HIT 5508
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-69	Uncultured bacterium UC7-69	HIT 1990
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-69	Uncultured bacterium UC7-69	HIT 1992
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-69	Uncultured bacterium UC7-69	HIT 304
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-69	Uncultured bacterium UC7-69	HIT 4046
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-69	Uncultured bacterium UC7-69	HIT 4047
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-69	Uncultured bacterium UC7-69	HIT 5495
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-69	Uncultured bacterium UC7-69	HIT 5496
Clostridium cluster IV	Clostridium cellulosi et rel.	Uncultured bacterium UC7-69	Uncultured bacterium UC7-69	HIT 5502
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	Uncultured bacterium clone Eldhufec249	HIT 1990
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	Uncultured bacterium clone Eldhufec249	HIT 1992
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	Uncultured bacterium clone Eldhufec249	HIT 304
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	Uncultured bacterium clone Eldhufec249	HIT 5496
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	Uncultured bacterium clone Eldhufec249	HIT 5502
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	Uncultured bacterium clone Eldhufec249	HIT 5519
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 1990
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 1992
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 304
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 5496
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 5502
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 5515
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 5516
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 5517
Clostridium cluster IV	Clostridium cellulosi et rel.	uncultured bacterium Z456	uncultured bacterium Z456	HIT 5519
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	Clostridium leptum	HIT 11
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	Clostridium leptum	HIT 406
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	Clostridium leptum	HIT 408
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	uncultured bacterium B629	HIT 11
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	uncultured bacterium B629	HIT 403
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	uncultured bacterium B629	HIT 404
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	uncultured bacterium B629	HIT 405
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	uncultured bacterium B629	HIT 406
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium leptum	uncultured bacterium B629	HIT 408
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium sporosphaeroides	Clostridium sporosphaeroides	HIT 1990
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium sporosphaeroides	Clostridium sporosphaeroides	HIT 1992
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium sporosphaeroides	Clostridium sporosphaeroides	HIT 304
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium sporosphaeroides	Clostridium sporosphaeroides	HIT 5496
Clostridium cluster IV	Clostridium leptum et rel.	Clostridium sporosphaeroides	Clostridium sporosphaeroides	HIT 5502
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	Ruminococcus sp. 16442	HIT 2068
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	Ruminococcus sp. 16442	HIT 5238
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	Ruminococcus sp. 16442	HIT 560
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	Ruminococcus sp. 16442	HIT 561
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	Ruminococcus sp. 16442	HIT 562
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	Ruminococcus sp. 16442	HIT 564
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	uncultured bacterium HuRC17	HIT 2068
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	uncultured bacterium HuRC17	HIT 5238
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	uncultured bacterium HuRC17	HIT 562
Clostridium cluster IV	Clostridium leptum et rel.	Ruminococcus sp. 16442	uncultured bacterium HuRC17	HIT 564
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium adhufec168	uncultured bacterium adhufec168	HIT 11
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium adhufec168	uncultured bacterium adhufec168	HIT 1989
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium adhufec168	uncultured bacterium adhufec168	HIT 1990
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium adhufec168	uncultured bacterium adhufec168	HIT 1992
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium adhufec168	uncultured bacterium adhufec168	HIT 304
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium adhufec168	uncultured bacterium adhufec168	HIT 5496
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium adhufec168	uncultured bacterium adhufec168	HIT 5502
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 1990
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 1992
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 304
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 5491
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 5492
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 5493
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 5495
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 5496
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C464	uncultured bacterium C464	HIT 5502
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C735	uncultured bacterium C735	HIT 1990
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C735	uncultured bacterium C735	HIT 1992
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C735	uncultured bacterium C735	HIT 304
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C735	uncultured bacterium C735	HIT 5496
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C735	uncultured bacterium C735	HIT 5497
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C735	uncultured bacterium C735	HIT 5498
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C735	uncultured bacterium C735	HIT 5499
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium C735	uncultured bacterium C735	HIT 5502
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec221	Uncultured bacterium clone Eldhufec221	HIT 11
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec221	Uncultured bacterium clone Eldhufec221	HIT 1990
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec221	Uncultured bacterium clone Eldhufec221	HIT 1992
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec221	Uncultured bacterium clone Eldhufec221	HIT 304
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec221	Uncultured bacterium clone Eldhufec221	HIT 5496
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec221	Uncultured bacterium clone Eldhufec221	HIT 5502
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec275	Uncultured bacterium clone Eldhufec275	HIT 2770
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec275	Uncultured bacterium clone Eldhufec275	HIT 2772
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec299	Uncultured bacterium clone Eldhufec299	HIT 11
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec299	Uncultured bacterium clone Eldhufec299	HIT 1990
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec299	Uncultured bacterium clone Eldhufec299	HIT 1992
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec299	Uncultured bacterium clone Eldhufec299	HIT 304
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec299	Uncultured bacterium clone Eldhufec299	HIT 5496
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium clone Eldhufec299	Uncultured bacterium clone Eldhufec299	HIT 5502
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium HuCA24	uncultured bacterium HuCA24	HIT 2767
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium HuCA24	uncultured bacterium HuCA24	HIT 2769
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium HuCA24	uncultured bacterium HuCA24	HIT 2770
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium HuCA24	uncultured bacterium HuCA24	HIT 2771
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium HuCA24	uncultured bacterium HuCA24	HIT 2772
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	Uncultured bacterium clone Eldhufec269	HIT 3960
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	Uncultured bacterium clone Eldhufec269	HIT 5412
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	Uncultured bacterium clone Eldhufec269	HIT 5506
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	Uncultured bacterium clone Eldhufec269	HIT 5508
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium HuAC05	HIT 3960
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium HuAC05	HIT 5412
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium HuAC05	HIT 5506
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium HuAC05	HIT 5508
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium K288	HIT 3960
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium K288	HIT 5412
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium K288	HIT 5504
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium K288	HIT 5505
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium K288	HIT 5506
Clostridium cluster IV	Clostridium leptum et rel.	uncultured bacterium K288	uncultured bacterium K288	HIT 5508
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium UC7-14	Uncultured bacterium UC7-14	HIT 10
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium UC7-14	Uncultured bacterium UC7-14	HIT 3955
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium UC7-14	Uncultured bacterium UC7-14	HIT 3956
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium UC7-14	Uncultured bacterium UC7-14	HIT 3957
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium UC7-14	Uncultured bacterium UC7-14	HIT 3960
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium UC7-14	Uncultured bacterium UC7-14	HIT 5412
Clostridium cluster IV	Clostridium leptum et rel.	Uncultured bacterium UC7-14	Uncultured bacterium UC7-14	HIT 5508
